日ID,日序,周次,阶段,Primary LQ,Secondary LQ,周次功能,核心生命问题,生命痛点,今日核心经文,P证据,L证据,J证据,NT-DIS原则,一句话主题,日类型,每日核心信息,今日反思入口,今日自我选择,今日实践,关系/伙伴反馈,使命连接,生命果子,证据等级,内容状态
W42D03,3,42,IV 结出果子,LQ08,LQ02,成为祝福,我可以成为谁的祝福？,受过帮助，却很少想过自己也能成为别人的安慰和支持。,林后1：3-4,神安慰我们，使我们能安慰别人,路7：11-17,约15：12-13,领受→转化→给予,你曾领受的安慰，也可以成为别人今天需要的安慰。,回经文,回到林后1：3-4：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“我可以成为谁的祝福？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用林后1：3-4安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从受恩典者转向安慰者,A,待编写
W42D04,4,42,IV 结出果子,LQ08,LQ02,成为祝福,我可以成为谁的祝福？,受过帮助，却很少想过自己也能成为别人的安慰和支持。,路7：11-17,神安慰我们，使我们能安慰别人,路7：11-17,约15：12-13,领受→转化→给予,你曾领受的安慰，也可以成为别人今天需要的安慰。,对照,把自己的旧习惯与新约的方向放在一起看：神在人的经历中所赐的安慰和恩典，可以成为安慰别人的资源。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：你曾领受的安慰，也可以成为别人今天需要的安慰。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从受恩典者转向安慰者,A,待编写
W42D05,5,42,IV 结出果子,LQ08,LQ02,成为祝福,我可以成为谁的祝福？,受过帮助，却很少想过自己也能成为别人的安慰和支持。,约15：12-13,神安慰我们，使我们能安慰别人,路7：11-17,约15：12-13,领受→转化→给予,你曾领受的安慰，也可以成为别人今天需要的安慰。,行动,把今天的回应缩小成一个可执行动作：主动陪伴一个需要帮助的人一次。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：主动陪伴一个需要帮助的人一次。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从受恩典者转向安慰者,A,待编写
W42D06,6,42,IV 结出果子,LQ08,LQ02,成为祝福,我可以成为谁的祝福？,受过帮助，却很少想过自己也能成为别人的安慰和支持。,神安慰我们，使我们能安慰别人,神安慰我们，使我们能安慰别人,路7：11-17,约15：12-13,领受→转化→给予,你曾领受的安慰，也可以成为别人今天需要的安慰。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴分享一次安慰经验。,哪些经历让别人觉得“你真的懂我”？,用经历服事人而非自我中心讲述,从受恩典者转向安慰者,A,待编写
W42D07,7,42,IV 结出果子,LQ08,LQ02,成为祝福,我可以成为谁的祝福？,受过帮助，却很少想过自己也能成为别人的安慰和支持。,林后1：3-4,神安慰我们，使我们能安慰别人,路7：11-17,约15：12-13,领受→转化→给予,你曾领受的安慰，也可以成为别人今天需要的安慰。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴分享一次安慰经验。,把这一周的学习带进下一周，而不是停在课程结束。,从受恩典者转向安慰者,A,待编写
W43D01,1,43,IV 结出果子,LQ08,LQ01,可学习的生活,别人可以从我的生命学到什么？,家庭、同工、孩子和朋友都在看，却不一定听你讲道。,腓4：9,所学所领受所听所见都要实行,路6：40,约13：12-17,观察→反思→调整,别人从你的生活学到什么，往往比你说什么更深。,看见,先看见自己正在经历的“别人可以从我的生命学到什么？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“别人可以从我的生命学到什么？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从有道理转向有榜样,A,待编写
W43D02,2,43,IV 结出果子,LQ08,LQ01,可学习的生活,别人可以从我的生命学到什么？,家庭、同工、孩子和朋友都在看，却不一定听你讲道。,所学所领受所听所见都要实行,所学所领受所听所见都要实行,路6：40,约13：12-17,观察→反思→调整,别人从你的生活学到什么，往往比你说什么更深。,挖根,今天往里走一步：当“别人可以从我的生命学到什么？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从有道理转向有榜样,A,待编写
W43D03,3,43,IV 结出果子,LQ08,LQ01,可学习的生活,别人可以从我的生命学到什么？,家庭、同工、孩子和朋友都在看，却不一定听你讲道。,腓4：9,所学所领受所听所见都要实行,路6：40,约13：12-17,观察→反思→调整,别人从你的生活学到什么，往往比你说什么更深。,回经文,回到腓4：9：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“别人可以从我的生命学到什么？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用腓4：9安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从有道理转向有榜样,A,待编写
W43D04,4,43,IV 结出果子,LQ08,LQ01,可学习的生活,别人可以从我的生命学到什么？,家庭、同工、孩子和朋友都在看，却不一定听你讲道。,路6：40,所学所领受所听所见都要实行,路6：40,约13：12-17,观察→反思→调整,别人从你的生活学到什么，往往比你说什么更深。,对照,把自己的旧习惯与新约的方向放在一起看：别人不只听你说什么，也会从你的日常选择学习怎样跟随基督。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：别人从你的生活学到什么，往往比你说什么更深。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从有道理转向有榜样,A,待编写
W43D05,5,43,IV 结出果子,LQ08,LQ01,可学习的生活,别人可以从我的生命学到什么？,家庭、同工、孩子和朋友都在看，却不一定听你讲道。,约13：12-17,所学所领受所听所见都要实行,路6：40,约13：12-17,观察→反思→调整,别人从你的生活学到什么，往往比你说什么更深。,行动,把今天的回应缩小成一个可执行动作：选择一个会影响别人的习惯，刻意调整一周。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：选择一个会影响别人的习惯，刻意调整一周。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从有道理转向有榜样,A,待编写
W43D06,6,43,IV 结出果子,LQ08,LQ01,可学习的生活,别人可以从我的生命学到什么？,家庭、同工、孩子和朋友都在看，却不一定听你讲道。,所学所领受所听所见都要实行,所学所领受所听所见都要实行,路6：40,约13：12-17,观察→反思→调整,别人从你的生活学到什么，往往比你说什么更深。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴只给一个具体观察。,如果别人照着我现在的生活学，他们会学到什么？,让影响力成为门训资源,从有道理转向有榜样,A,待编写
W43D07,7,43,IV 结出果子,LQ08,LQ01,可学习的生活,别人可以从我的生命学到什么？,家庭、同工、孩子和朋友都在看，却不一定听你讲道。,腓4：9,所学所领受所听所见都要实行,路6：40,约13：12-17,观察→反思→调整,别人从你的生活学到什么，往往比你说什么更深。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴只给一个具体观察。,把这一周的学习带进下一周，而不是停在课程结束。,从有道理转向有榜样,A,待编写
W44D01,1,44,IV 结出果子,LQ08,—,从领受走向传递,怎样把自己领受的传给别人？,自己被帮助过，却没有形成稳定的传递习惯。,路6：40,约13：15,路9：1-6,约15：12-17,领受→示范→陪伴→传递,真正的生命传递，从自己先成为一个正在跟随基督的人开始。,看见,先看见自己正在经历的“怎样把自己领受的传给别人？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“怎样把自己领受的传给别人？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从接受门训进入传递门训,B,待编写
W44D02,2,44,IV 结出果子,LQ08,—,从领受走向传递,怎样把自己领受的传给别人？,自己被帮助过，却没有形成稳定的传递习惯。,约13：15,约13：15,路9：1-6,约15：12-17,领受→示范→陪伴→传递,真正的生命传递，从自己先成为一个正在跟随基督的人开始。,挖根,今天往里走一步：当“怎样把自己领受的传给别人？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从接受门训进入传递门训,B,待编写
W44D03,3,44,IV 结出果子,LQ08,—,从领受走向传递,怎样把自己领受的传给别人？,自己被帮助过，却没有形成稳定的传递习惯。,路6：40,约13：15,路9：1-6,约15：12-17,领受→示范→陪伴→传递,真正的生命传递，从自己先成为一个正在跟随基督的人开始。,回经文,回到路6：40：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“怎样把自己领受的传给别人？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用路6：40安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从接受门训进入传递门训,B,待编写
W44D04,4,44,IV 结出果子,LQ08,—,从领受走向传递,怎样把自己领受的传给别人？,自己被帮助过，却没有形成稳定的传递习惯。,路9：1-6,约13：15,路9：1-6,约15：12-17,领受→示范→陪伴→传递,真正的生命传递，从自己先成为一个正在跟随基督的人开始。,对照,把自己的旧习惯与新约的方向放在一起看：生命传递不是复制答案，而是帮助另一个人学习跟随基督。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：真正的生命传递，从自己先成为一个正在跟随基督的人开始。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从接受门训进入传递门训,B,待编写
W44D05,5,44,IV 结出果子,LQ08,—,从领受走向传递,怎样把自己领受的传给别人？,自己被帮助过，却没有形成稳定的传递习惯。,约15：12-17,约13：15,路9：1-6,约15：12-17,领受→示范→陪伴→传递,真正的生命传递，从自己先成为一个正在跟随基督的人开始。,行动,把今天的回应缩小成一个可执行动作：本周完成一次共同实践，而不是单向讲解。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：本周完成一次共同实践，而不是单向讲解。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从接受门训进入传递门训,B,待编写
W44D06,6,44,IV 结出果子,LQ08,—,从领受走向传递,怎样把自己领受的传给别人？,自己被帮助过，却没有形成稳定的传递习惯。,约13：15,约13：15,路9：1-6,约15：12-17,领受→示范→陪伴→传递,真正的生命传递，从自己先成为一个正在跟随基督的人开始。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴观察陪伴是否具体。,我最想传给别人的是知识、经验，还是一种生活方式？,形成1对1或小型陪伴关系,从接受门训进入传递门训,B,待编写
W44D07,7,44,IV 结出果子,LQ08,—,从领受走向传递,怎样把自己领受的传给别人？,自己被帮助过，却没有形成稳定的传递习惯。,路6：40,约13：15,路9：1-6,约15：12-17,领受→示范→陪伴→传递,真正的生命传递，从自己先成为一个正在跟随基督的人开始。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴观察陪伴是否具体。,把这一周的学习带进下一周，而不是停在课程结束。,从接受门训进入传递门训,B,待编写
W45D01,1,45,IV 结出果子,LQ08,LQ06,陪伴一个人,我怎样帮助另一个人跟随基督？,想帮助人，却容易变成教训、控制或替对方做决定。,约21：15-17,林前12：7,路9：1-6,约21：15-17,关系→提问→陪伴→交托,帮助别人跟随，不等于替别人活。,看见,先看见自己正在经历的“我怎样帮助另一个人跟随基督？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“我怎样帮助另一个人跟随基督？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从教导别人转向成全别人,A,待编写
W45D02,2,45,IV 结出果子,LQ08,LQ06,陪伴一个人,我怎样帮助另一个人跟随基督？,想帮助人，却容易变成教训、控制或替对方做决定。,林前12：7,林前12：7,路9：1-6,约21：15-17,关系→提问→陪伴→交托,帮助别人跟随，不等于替别人活。,挖根,今天往里走一步：当“我怎样帮助另一个人跟随基督？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从教导别人转向成全别人,A,待编写
W45D03,3,45,IV 结出果子,LQ08,LQ06,陪伴一个人,我怎样帮助另一个人跟随基督？,想帮助人，却容易变成教训、控制或替对方做决定。,约21：15-17,林前12：7,路9：1-6,约21：15-17,关系→提问→陪伴→交托,帮助别人跟随，不等于替别人活。,回经文,回到约21：15-17：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“我怎样帮助另一个人跟随基督？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用约21：15-17安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从教导别人转向成全别人,A,待编写
W45D04,4,45,IV 结出果子,LQ08,LQ06,陪伴一个人,我怎样帮助另一个人跟随基督？,想帮助人，却容易变成教训、控制或替对方做决定。,路9：1-6,林前12：7,路9：1-6,约21：15-17,关系→提问→陪伴→交托,帮助别人跟随，不等于替别人活。,对照,把自己的旧习惯与新约的方向放在一起看：跟随基督的人，也学习照顾和成全另一个生命，而不是控制他的成长。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：帮助别人跟随，不等于替别人活。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从教导别人转向成全别人,A,待编写
W45D05,5,45,IV 结出果子,LQ08,LQ06,陪伴一个人,我怎样帮助另一个人跟随基督？,想帮助人，却容易变成教训、控制或替对方做决定。,约21：15-17,林前12：7,路9：1-6,约21：15-17,关系→提问→陪伴→交托,帮助别人跟随，不等于替别人活。,行动,把今天的回应缩小成一个可执行动作：约一次，陪对方做一个实际生命操练。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：约一次，陪对方做一个实际生命操练。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从教导别人转向成全别人,A,待编写
W45D06,6,45,IV 结出果子,LQ08,LQ06,陪伴一个人,我怎样帮助另一个人跟随基督？,想帮助人，却容易变成教训、控制或替对方做决定。,林前12：7,林前12：7,路9：1-6,约21：15-17,关系→提问→陪伴→交托,帮助别人跟随，不等于替别人活。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴反馈陪伴是否留有自主空间。,我是在帮助他成长，还是在让他按我的方式成长？,建立可持续门徒关系,从教导别人转向成全别人,A,待编写
W45D07,7,45,IV 结出果子,LQ08,LQ06,陪伴一个人,我怎样帮助另一个人跟随基督？,想帮助人，却容易变成教训、控制或替对方做决定。,约21：15-17,林前12：7,路9：1-6,约21：15-17,关系→提问→陪伴→交托,帮助别人跟随，不等于替别人活。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴反馈陪伴是否留有自主空间。,把这一周的学习带进下一周，而不是停在课程结束。,从教导别人转向成全别人,A,待编写
W46D01,1,46,IV 结出果子,LQ07,LQ08,痛苦成为安慰,我的失败还能成为别人的帮助吗？,曾经受过苦，却常觉得这些经历只能留下伤口。,林后1：3-7,林后4：7-18,路22：31-32,约16：33,回顾→转化→陪伴,你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,看见,先看见自己正在经历的“我的失败还能成为别人的帮助吗？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“我的失败还能成为别人的帮助吗？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从痛苦孤立转向有边界的安慰,A,待编写
W46D02,2,46,IV 结出果子,LQ07,LQ08,痛苦成为安慰,我的失败还能成为别人的帮助吗？,曾经受过苦，却常觉得这些经历只能留下伤口。,林后4：7-18,林后4：7-18,路22：31-32,约16：33,回顾→转化→陪伴,你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,挖根,今天往里走一步：当“我的失败还能成为别人的帮助吗？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从痛苦孤立转向有边界的安慰,A,待编写
W46D03,3,46,IV 结出果子,LQ07,LQ08,痛苦成为安慰,我的失败还能成为别人的帮助吗？,曾经受过苦，却常觉得这些经历只能留下伤口。,林后1：3-7,林后4：7-18,路22：31-32,约16：33,回顾→转化→陪伴,你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,回经文,回到林后1：3-7：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“我的失败还能成为别人的帮助吗？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用林后1：3-7安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从痛苦孤立转向有边界的安慰,A,待编写
W46D04,4,46,IV 结出果子,LQ07,LQ08,痛苦成为安慰,我的失败还能成为别人的帮助吗？,曾经受过苦，却常觉得这些经历只能留下伤口。,路22：31-32,林后4：7-18,路22：31-32,约16：33,回顾→转化→陪伴,你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,对照,把自己的旧习惯与新约的方向放在一起看：神不美化患难，却能使人在受安慰之后成为别人的安慰者。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从痛苦孤立转向有边界的安慰,A,待编写
W46D05,5,46,IV 结出果子,LQ07,LQ08,痛苦成为安慰,我的失败还能成为别人的帮助吗？,曾经受过苦，却常觉得这些经历只能留下伤口。,约16：33,林后4：7-18,路22：31-32,约16：33,回顾→转化→陪伴,你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,行动,把今天的回应缩小成一个可执行动作：本周陪伴一个正在经历类似困难的人。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：本周陪伴一个正在经历类似困难的人。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从痛苦孤立转向有边界的安慰,A,待编写
W46D06,6,46,IV 结出果子,LQ07,LQ08,痛苦成为安慰,我的失败还能成为别人的帮助吗？,曾经受过苦，却常觉得这些经历只能留下伤口。,林后4：7-18,林后4：7-18,路22：31-32,约16：33,回顾→转化→陪伴,你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴关注安全边界，不逼人分享创伤细节。,这段经历今天还能让我更理解谁？,成为受苦者的陪伴者,从痛苦孤立转向有边界的安慰,A,待编写
W46D07,7,46,IV 结出果子,LQ07,LQ08,痛苦成为安慰,我的失败还能成为别人的帮助吗？,曾经受过苦，却常觉得这些经历只能留下伤口。,林后1：3-7,林后4：7-18,路22：31-32,约16：33,回顾→转化→陪伴,你的患难不必成为白受，也可以在神手中成为安慰别人的力量。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴关注安全边界，不逼人分享创伤细节。,把这一周的学习带进下一周，而不是停在课程结束。,从痛苦孤立转向有边界的安慰,A,待编写
W47D01,1,47,IV 结出果子,LQ03,LQ04,忠心到底,怎样忠心走完自己的路？,长期成长中最难的是没有掌声、没有即时结果时继续前行。,腓3：12-14,忘记背后、努力面前、向着标竿直跑,路9：23,约15：4-8,坚持→回望→继续,成熟不是已经完全，而是继续向着基督所呼召的方向前进。,看见,先看见自己正在经历的“怎样忠心走完自己的路？”，不用急着改变，先辨认它在生活中什么时候出现。,今天什么时候最容易出现这个问题：“怎样忠心走完自己的路？”？,我今天更像：①没有留意 ②已经看见 ③正在面对,记录一次真实场景，只写“发生了什么”，不急着评价自己。,可以只分享一个真实场景，不解释、不辩护。,先让福音进入自己的真实生活。,从短期热情转向长期忠心,A,待编写
W47D02,2,47,IV 结出果子,LQ03,LQ04,忠心到底,怎样忠心走完自己的路？,长期成长中最难的是没有掌声、没有即时结果时继续前行。,忘记背后、努力面前、向着标竿直跑,忘记背后、努力面前、向着标竿直跑,路9：23,约15：4-8,坚持→回望→继续,成熟不是已经完全，而是继续向着基督所呼召的方向前进。,挖根,今天往里走一步：当“怎样忠心走完自己的路？”出现时，我最怕失去、最想抓住或最想证明的是什么？,如果暂时不急着解决，我真正担心的是什么？,我目前更像：①被反应推着走 ②开始辨认根源 ③愿意停下来,为今天发现的根源写下一句话：我真正害怕/抓住/证明的是______。,伙伴只问“你发现了什么？”，不急着给答案。,把自己的发现带进一个具体关系。,从短期热情转向长期忠心,A,待编写
W47D03,3,47,IV 结出果子,LQ03,LQ04,忠心到底,怎样忠心走完自己的路？,长期成长中最难的是没有掌声、没有即时结果时继续前行。,腓3：12-14,忘记背后、努力面前、向着标竿直跑,路9：23,约15：4-8,坚持→回望→继续,成熟不是已经完全，而是继续向着基督所呼召的方向前进。,回经文,回到腓3：12-14：不要只问“这段经文说了什么”，也问“它正在重新怎样解释我的生活？”,这段经文有没有一句话，正在挑战我对“怎样忠心走完自己的路？”的原有理解？,经文今天对我更像：①有距离 ②击中一点 ③需要回应,用腓3：12-14安静5分钟，记下一句最需要带进生活的话。,小组分享一句经文如何进入自己的生活。,让经文从理解变成生活选择。,从短期热情转向长期忠心,A,待编写
W47D04,4,47,IV 结出果子,LQ03,LQ04,忠心到底,怎样忠心走完自己的路？,长期成长中最难的是没有掌声、没有即时结果时继续前行。,路9：23,忘记背后、努力面前、向着标竿直跑,路9：23,约15：4-8,坚持→回望→继续,成熟不是已经完全，而是继续向着基督所呼召的方向前进。,对照,把自己的旧习惯与新约的方向放在一起看：成熟不是已经完全，而是承认尚未完全，却继续向基督所呼召的方向前进。,我现在的做法，与今天看见的福音方向差在哪里？,我目前更像：①仍按旧标准生活 ②开始调整 ③已经在实践,做一个小调整，方向是：成熟不是已经完全，而是继续向着基督所呼召的方向前进。,伙伴帮助辨认差距，不评判属灵程度。,让生命方向影响家庭、工作或群体。,从短期热情转向长期忠心,A,待编写
W47D05,5,47,IV 结出果子,LQ03,LQ04,忠心到底,怎样忠心走完自己的路？,长期成长中最难的是没有掌声、没有即时结果时继续前行。,约15：4-8,忘记背后、努力面前、向着标竿直跑,路9：23,约15：4-8,坚持→回望→继续,成熟不是已经完全，而是继续向着基督所呼召的方向前进。,行动,把今天的回应缩小成一个可执行动作：本周完成一次“没人看见也要做”的忠心行动。,今天我能做哪一个小而真实的改变？,今天的行动更像：①还没做 ②做了一点 ③认真完成了,今天完成一个“小步行动”：本周完成一次“没人看见也要做”的忠心行动。,伙伴只追踪一个具体行动有没有发生。,一个小行动，就是生命果子的起点。,从短期热情转向长期忠心,A,待编写
W47D06,6,47,IV 结出果子,LQ03,LQ04,忠心到底,怎样忠心走完自己的路？,长期成长中最难的是没有掌声、没有即时结果时继续前行。,忘记背后、努力面前、向着标竿直跑,忘记背后、努力面前、向着标竿直跑,路9：23,约15：4-8,坚持→回望→继续,成熟不是已经完全，而是继续向着基督所呼召的方向前进。,关系与传递,把生命放进关系里：今天谁会因为我的选择而受益、受伤或得到安慰？,我的选择会怎样影响身边一个具体的人？,在关系里我更像：①只顾自己 ②开始留意别人 ③主动做了一件事,把今天的行动带进一个真实关系；伙伴负责提醒，不负责监督每个细节。,什么会让我在没有回报时停止？,帮助别人坚持而非制造压力,从短期热情转向长期忠心,A,待编写
W47D07,7,47,IV 结出果子,LQ03,LQ04,忠心到底,怎样忠心走完自己的路？,长期成长中最难的是没有掌声、没有即时结果时继续前行。,腓3：12-14,忘记背后、努力面前、向着标竿直跑,路9：23,约15：4-8,坚持→回望→继续,成熟不是已经完全，而是继续向着基督所呼召的方向前进。,回顾,回顾这一周：我有没有从这个生命问题走出一点新的方向？下一步只保留一个继续操练的重点。,这周什么真的改变了一点？什么仍需要继续？,这一周我更像：①没有变化 ②有一个小变化 ③准备继续,写下“一个改变、一个未完成、一个下一步”。,伙伴负责提醒，不负责监督每个细节。,把这一周的学习带进下一周，而不是停在课程结束。,从短期热情转向长期忠心,A,待编写
